29,1006,610000,40.6513061523,-73.9493103027,9999
54,1006,610000,40.8587913513,-73.89357757569999,9999
57,1006,610000,40.836566925,-73.970741272,9999
127,1006,610000,40.8854408264,-74.04587554930001,9999
147,1006,610000,40.8638534546,-73.92445373539999,9999
151,1006,610000,40.8730392456,-73.8783187866,9999
164,1006,610000,40.6141853333,-73.94483184809999,9999
165,1006,610000,40.6841316223,-73.9996871948,9999
175,1006,610000,40.6290435791,-73.9964065552,9999
178,1006,610000,40.6034927368,-74.1320724487,9999
202,1006,610000,40.8309020996,-73.8818283081,9999
235,1006,610000,40.7538795471,-73.9728317261,9999
270,1006,610000,40.8661193848,-73.8564834595,9999
298,1006,610000,40.753288269,-73.97542572019999,9999
334,1006,610000,40.8257789612,-73.9364776611,9999
338,1006,610000,40.7620353699,-73.97100830079999,9999
366,1006,610000,40.8780174255,-73.8792648315,9999
367,1006,610000,40.8318939209,-73.9096069336,9999
375,1006,610000,40.6764297485,-74.10795593260001,9999
383,1006,610000,40.6233940125,-73.9754867554,9999
392,1006,610000,40.747844696,-74.00189208979999,9999
467,1006,610000,40.6133613586,-74.0113601685,9999
503,1006,610000,40.8292198181,-73.97960662840001,9999
532,1006,610000,40.7861938477,-74.0744552612,9999
576,1006,610000,40.8472251892,-73.9985580444,9999
598,1006,610000,40.748336792,-73.9915771484,9999
612,1006,610000,40.7977218628,-73.93910217289999,9999
647,1006,610000,40.849067688,-74.0025482178,9999
657,1006,610000,40.6281471252,-73.99927520750001,9999
690,1006,610000,40.7549247742,-73.9788970947,9999
711,1006,610000,40.7705841064,-73.9030914307,9999
729,1006,610000,40.7533454895,-73.97313690190001,9999
739,1006,610000,40.8792686462,-73.8862533569,9999
742,1006,610000,40.7677116394,-73.98365020750001,9999
811,1006,610000,40.8181419373,-73.9419555664,9999
834,1006,610000,40.911819458,-73.782409668,9999
836,1006,610000,40.8331565857,-73.89762115480001,9999
849,1006,610000,40.7315673828,-74.06623840330001,9999
904,1006,610000,40.7667617798,-73.9881744385,9999
905,1006,610000,40.8241844177,-73.98806762700001,9999
914,1006,610000,40.8454856873,-73.78550720210001,9999
984,1006,610000,40.6199226379,-74.07214355470001,9999
996,1006,610000,40.8405838013,-73.9131851196,9999
1029,1006,610000,40.7027626038,-74.01263427729999,9999
1034,1006,610000,40.8808784485,-74.044303894,9999
1093,1006,610000,40.5984535217,-74.1672363281,9999
1122,1006,610000,40.6339492798,-74.1103210449,9999
1147,1006,610000,40.6315841675,-73.97476959230001,9999
1154,1006,610000,40.7519798279,-73.99406433110001,9999
1170,1006,610000,40.823677063,-73.94896697999999,9999
1188,1006,610000,40.7519721985,-73.9717712402,9999
1228,1006,610000,40.7549247742,-73.9788970947,9999
1229,1006,610000,40.751159668,-73.9799118042,9999
1238,1006,610000,40.7131919861,-73.9974441528,9999
1259,1006,610000,40.8365592957,-73.88469696040001,9999
1309,1006,610000,40.7103271484,-73.9655761719,9999
1351,1006,610000,40.8347969055,-73.9013977051,9999
1357,1006,610000,40.6779556274,-74.1067810059,9999
1406,1006,610000,40.6684074402,-73.9504776001,9999
1412,1006,610000,40.8547821045,-73.93003082280001,9999
1424,1006,610000,40.7660522461,-73.97793579099999,9999
1438,1006,610000,40.920173645,-73.77629852290001,9999
1449,1006,610000,40.8779907227,-74.0484390259,9999
1465,1006,610000,40.9165840149,-73.8067474365,9999
1486,1006,610000,40.6377639771,-73.9901885986,9999
1606,1006,610000,40.7551269531,-73.9861755371,9999
1616,1006,610000,40.7971572876,-74.12669372560001,9999
1626,1006,610000,40.8517608643,-73.9699554443,9999
1653,1006,610000,40.8279266357,-73.9169845581,9999
1684,1006,610000,40.7619514465,-73.978477478,9999
1735,1006,610000,40.9305343628,-74.00787353520001,9999
1776,1006,610000,40.6689186096,-74.11242675779999,9999
1778,1006,610000,40.7510604858,-74.04792785639999,9999
1795,1006,610000,40.7768630981,-73.9119644165,9999
1798,1006,610000,40.9105033875,-74.03698730470001,9999
1826,1006,610000,40.8561935425,-73.97346496580001,9999
1838,1006,610000,40.7777404785,-73.9463729858,9999
1839,1006,610000,40.7174835205,-74.0006942749,9999
