Page Number,Text,Company_Type,City,County,Company_Name,Address,Building,Full_Address,Latitude,Longitude
1,"NEW YORK CITY, 4,746,883 Attorney",,New York,New York,"NEW YORK CITY,","4,746,883 Attorney",,"4,746,883 Attorney, New York, New York",,
1,"ere POPE CALDWELL, Attorney.",Attorney,New York,New York,"ere POPE CALDWELL, Attorney.",,,,,
1,42 Broadway. Special attention given,Attorney,New York,New York,,42 Broadway. Special attention given,,"42 Broadway. Special attention given, New York, New York",,
1,to mon Estate Law,Attorney,New York,New York,to mon Estate Law,,,,,
1,Real Estate,Real Estate,New York,New York,Real Estate,,,,,
1,"OHAS. POPE CALDWELL,  Broadway",Real Estate,New York,New York,"OHAS. POPE CALDWELL,  Broadway",,,,,
1,"J. CLARENCE DAvIES, 14sth st. and",Real Estate,New York,New York,"J. CLARENCE DAvIES,",14sth st. and,,"14sth st. and, New York, New York",,
1,8d ave.,Real Estate,New York,New York,,8d ave.,,"8d ave., New York, New York",,
1,C. A. Aa 190 Metropolitan Tower,Real Estate,New York,New York,C. A. Aa,190 Metropolitan Tower,,"190 Metropolitan Tower, New York, New York",,
1,"MEXICAN TITLE MORT. CO., 5. A., 25 Gi",Real Estate,New York,New York,"MEXICAN TITLE MORT. CO.,","5. A., 25 Gi",,"5. A., 25 Gi, New York, New York",,
1,"J. EK. MOESER, 818 W. Sith",Real Estate,New York,New York,"J. EK. MOESER,",818 W. Sith,,"818 W. Sith, New York, New York",,
1,"MUTUAL PROFIT REALTY CO., 1328",Real Estate,New York,New York,"MUTUAL PROFIT REALTY CO.,",1328,,"1328, New York, New York",42.9264863,-78.896094
1,Bre ain adv.,Real Estate,New York,New York,Bre ain adv.,,,,,
1,"Ww. M. O ANDEE, Inc., Dept. Z, 12",Real Estate,New York,New York,"Ww. M. O ANDEE, Inc., Dept. Z,",12,,"12, New York, New York",,
1,LA Slet,Real Estate,New York,New York,LA Slet,,,,,
1,EB. H. P 200 W. Séth st.,Real Estate,New York,New York,EB. H. P,200 W. Séth st.,,"200 W. Séth st., New York, New York",,
1,THE 2® ESTATS BOARD OF,Real Estate,New York,New York,THE,2® ESTATS BOARD OF,,"2® ESTATS BOARD OF, New York, New York",,
1,ae roadway,Real Estate,New York,New York,ae roadway,,,,,
1,"poveree BINSON, CHARLES 8.",Real Estate,New York,New York,"poveree BINSON, CHARLES",8.,,"8., New York, New York",,
1,"BRO O,, 128 Broadw Gee adv.",Real Estate,New York,New York,"BRO O,,",128 Broadw Gee adv.,,"128 Broadw Gee adv., New York, New York",,
1,eS eee ON Oe tet cavs ee adv.,Real Estate,New York,New York,eS eee ON Oe tet cavs ee adv.,,,,,
1,"a c. Sin, 140 Nassau",Real Estate,New York,New York,"a c. Sin,",140 Nassau,,"140 Nassau, New York, New York",40.73950845,-73.69926156996434
1,"as SWETT, 826 5th ave. Stee Vv.",Real Estate,New York,New York,"as SWETT,",826 5th ave. Stee Vv.,,"826 5th ave. Stee Vv., New York, New York",,
1,"nt SLOCUM, 141 Broadway",Real Estate,New York,New York,"nt SLOCUM,",141 Broadway,,"141 Broadway, New York, New York",40.7105296,-73.96340025289172
1,"o yanD K, SUMEEWELL, 50 Chureh",Real Estate,New York,New York,"o yanD K, SUMEEWELL,",50 Chureh,,"50 Chureh, New York, New York",,
1,"od w TUITLE, 149 Broadway Vv.",Real Estate,New York,New York,"od w TUITLE,",149 Broadway Vv.,,"149 Broadway Vv., New York, New York",,
1,"union PARK DEVELOPMENT CO.,, 140",Real Estate,New York,New York,"union PARK DEVELOPMENT CO.,,",140,,"140, New York, New York",,
1,"Liberty st,",Real Estate,New York,New York,"Liberty st,",,,,,
1,"FBEDE. 0. WOODRUFF, 28 W. 34th",Real Estate,New York,New York,FBEDE.,"0. WOODRUFF, 28 W. 34th",,"0. WOODRUFF, 28 W. 34th, New York, New York",,
1,"W. B. YOUNG, 115 Broadway, rm. 216",Real Estate,New York,New York,"W. B. YOUNG,","115 Broadway, rm. 216",,"115 Broadway, rm. 216, New York, New York",,
1,,Real Estate,New York,New York,,,,,,
1,Land Companies,Land Companies,New York,New York,Land Companies,,,,,
1,John Alexander. 3 Broadway,Land Companies,New York,New York,John Alexander.,3 Broadway,,"3 Broadway, New York, New York",40.7716879,-73.9818652
1,"Richard B, Alien Land Co., 29 W. 34th",Land Companies,New York,New York,"Richard B, Alien Land Co.,",29 W. 34th,,"29 W. 34th, New York, New York",40.7493953,-73.9864003
1,"American Land Co., 1 Mad ave.",Land Companies,New York,New York,"American Land Co.,",1 Mad ave.,,"1 Mad ave., New York, New York",,
1,"Amer. Land  Irr. Expo., 149 Broadway.",Land Companies,New York,New York,"Amer. Land  Irr. Expo.,",149 Broadway.,,"149 Broadway., New York, New York",40.66873315,-73.72596387426145
1,"Bevricn  Shore of Bay Land Co., 1265 way.",Land Companies,New York,New York,"Bevricn  Shore of Bay Land Co.,",1265 way.,,"1265 way., New York, New York",40.5302836,-74.2321394
1,"Bartron  Bhive, 39 Cortlandt",Land Companies,New York,New York,"Bartron  Bhive,",39 Cortlandt,,"39 Cortlandt, New York, New York",41.3073657,-73.9003416
1,"Brest Land, Cattle  Packing Co., 116 wey",Land Companies,New York,New York,"Brest Land, Cattle  Packing Co.,",116 wey,,"116 wey, New York, New York",43.02727816304894,-76.29626224856236
1,"Burnes, Petit and Co., 110 W. 34th",Land Companies,New York,New York,"Burnes, Petit and Co.,",110 W. 34th,,"110 W. 34th, New York, New York",40.74787292676568,-73.98320144989572
1,"Centrale Guanica, 44 Wall",Land Companies,New York,New York,"Centrale Guanica,",44 Wall,,"44 Wall, New York, New York",,
1,"Columbia Valley ire. Land Co., 30 Church",Land Companies,New York,New York,"Columbia Valley ire. Land Co.,",30 Church,,"30 Church, New York, New York",,
1,"Commuting Small Farms Co., 135 Broadway",Land Companies,New York,New York,"Commuting Small Farms Co.,",135 Broadway,,"135 Broadway, New York, New York",40.66924215,-73.7257388484538
1,"Revelop. Co. of Cuba, 48 Exchange pl.",Land Companies,New York,New York,"Revelop. Co. of Cuba,",48 Exchange pl.,,"48 Exchange pl., New York, New York",40.705625121212115,-74.00960648484849
1,"Eaton Land Co., 110 W. 34th",Land Companies,New York,New York,"Eaton Land Co.,",110 W. 34th,,"110 W. 34th, New York, New York",40.74787292676568,-73.98320144989572
1,Bdenwald Iand Co. 16 B. 42d,Land Companies,New York,New York,Bdenwald Iand Co.,16 B. 42d,,"16 B. 42d, New York, New York",,
1,"eye D, Erve, 1328 Broadway.",Land Companies,New York,New York,"eye D, Erve,",1328 Broadway.,,"1328 Broadway., New York, New York",40.6400203,-73.7000922
1,"Federal Land  imp. Co., 848 5th ave.",Land Companies,New York,New York,"Federal Land  imp. Co.,",848 5th ave.,,"848 5th ave., New York, New York",40.76543163636364,-73.97228645454545
1,"Fidelity Development Co., 11 Vine",Land Companies,New York,New York,"Fidelity Development Co.,",11 Vine,,"11 Vine, New York, New York",42.0888505,-75.9104145
1,"Forestal Land, Timber  Ry. Co., Ltd., as Broadway.",Land Companies,New York,New York,"Forestal Land, Timber  Ry. Co., Ltd., as Broadway.",,,,,
1,"Ernest Gilmore Gardner, 60 Wall",Land Companies,New York,New York,"Ernest Gilmore Gardner,",60 Wall,,"60 Wall, New York, New York",43.5025237,-73.7435935
1,"Guanicea Centrale, 44 wat",Land Companies,New York,New York,"Guanicea Centrale,",44 wat,,"44 wat, New York, New York",,
1,"Hacienda Groves Co., 7 B. 42d",Land Companies,New York,New York,"Hacienda Groves Co.,",7 B. 42d,,"7 B. 42d, New York, New York",,
1,"Haiti Development Co., 83 Cortlandt",Land Companies,New York,New York,"Haiti Development Co.,",83 Cortlandt,,"83 Cortlandt, New York, New York",41.207109700000004,-73.8875233
1,"Halley Land  Imp. Co., 108 Park ave.",Land Companies,New York,New York,"Halley Land  Imp. Co.,",108 Park ave.,,"108 Park ave., New York, New York",,
1,"Halstead Land  Devel. Co., 103 Park ave.",Land Companies,New York,New York,"Halstead Land  Devel. Co.,",103 Park ave.,,"103 Park ave., New York, New York",,
1,"Hanover Lend  Dock Co.,  Wall",Land Companies,New York,New York,"Hanover Lend  Dock Co.,  Wall",,,,,
1,"Edward Hart, 1451 Broadway.",Land Companies,New York,New York,"Edward Hart,",1451 Broadway.,,"1451 Broadway., New York, New York",40.6425621,-73.6963469
1,Honduras epndicats. 42 Broadway.,Land Companies,New York,New York,Honduras epndicats.,42 Broadway.,,"42 Broadway., New York, New York",40.7061609,-74.012424
1,"James D. Huated, 220 6th ave.",Land Companies,New York,New York,"James D. Huated,",220 6th ave.,,"220 6th ave., New York, New York",40.7274722,-74.0030036
1,"Induatrial Land Imp, Co., 1183 Broadway.",Land Companies,New York,New York,"Induatrial Land Imp, Co.,",1183 Broadway.,,"1183 Broadway., New York, New York",40.69273015,-73.927223275933
1,"inter Eraternsl Rity.  Dev. Co., 257 way",Land Companies,New York,New York,"inter Eraternsl Rity.  Dev. Co.,",257 way,,"257 way, New York, New York",43.0471961,-78.7606121
1,"Island Mutual Dev. Co., 45 E. 42d",Land Companies,New York,New York,"Island Mutual Dev. Co.,",45 E. 42d,,"45 E. 42d, New York, New York",,
1,"Kingstandlyndhorst Land Co., 180 Ful on",Land Companies,New York,New York,"Kingstandlyndhorst Land Co.,",180 Ful on,,"180 Ful on, New York, New York",,
1,"Lako Hopatcons Land Co., 200 6th ave.",Land Companies,New York,New York,"Lako Hopatcons Land Co.,",200 6th ave.,,"200 6th ave., New York, New York",40.726566500000004,-74.0031024121806
1,Lakeview Improve. Co.. 284 6th ave.,Land Companies,New York,New York,Lakeview Improve. Co..,284 6th ave.,,"284 6th ave., New York, New York",40.672731799999994,-73.98032884390601
1,"Lancaster Sea Beach Impvt. Co., 1170 Byer",Land Companies,New York,New York,"Lancaster Sea Beach Impvt. Co.,",1170 Byer,,"1170 Byer, New York, New York",43.43679684828182,-76.5314291969127
1,"Land Brokerage Co., 1 Madison ave.",Land Companies,New York,New York,"Land Brokerage Co.,",1 Madison ave.,,"1 Madison ave., New York, New York",40.74083005,-73.98680720162432
1,"Ld,  Imp. Co. of Pchester, 154 Nassau",Land Companies,New York,New York,"Ld,  Imp. Co. of Pchester,",154 Nassau,,"154 Nassau, New York, New York",40.75124965,-73.69926430161541
1,"Lands Co. of Depew, 31 Nassau",Land Companies,New York,New York,"Lands Co. of Depew,",31 Nassau,,"31 Nassau, New York, New York",40.767764,-73.72559886869749
1,"Leonia Heights Pend Co., 1328 Broadway",Land Companies,New York,New York,"Leonia Heights Pend Co.,",1328 Broadway,,"1328 Broadway, New York, New York",40.6400203,-73.7000922
1,"Locust Farms Co., 616 Park ave.",Land Companies,New York,New York,"Locust Farms Co.,",616 Park ave.,,"616 Park ave., New York, New York",42.65739205,-73.78332675000001
1,"Lengucrs Land Co,, 62 Cedar",Land Companies,New York,New York,"Lengucrs Land Co,,",62 Cedar,,"62 Cedar, New York, New York",41.1755993,-73.6436115
1,"Manhattan Beach Este, 601 5th ave.",Land Companies,New York,New York,"Manhattan Beach Este,",601 5th ave.,,"601 5th ave., New York, New York",40.757435,-73.9775950062442
1,"Manhattan Land  Sec. Co., 858 Broadway",Land Companies,New York,New York,"Manhattan Land  Sec. Co.,",858 Broadway,,"858 Broadway, New York, New York",40.75942245,-73.22469650000001
1,Mercantile Land Co.. 37 W. 21st,Land Companies,New York,New York,Mercantile Land Co..,37 W. 21st,,"37 W. 21st, New York, New York",40.8332088,-73.41388447870733
1,"Mercantile Land  imp. Co., 1 Wall",Land Companies,New York,New York,"Mercantile Land  imp. Co.,",1 Wall,,"1 Wall, New York, New York",43.329244,-75.8986216736111
1,"Metropolis Land Co, 303 Broadway.",Land Companies,New York,New York,"Metropolis Land Co,",303 Broadway.,,"303 Broadway., New York, New York",40.7084039,-73.957495
1,"Metropolitan L.  Imp. Co., 132 Nassau",Land Companies,New York,New York,"Metropolitan L.  Imp. Co.,",132 Nassau,,"132 Nassau, New York, New York",40.76988299999999,-73.72337229180815
1,"Midland Land  Imp. Co., 80 Church",Land Companies,New York,New York,"Midland Land  Imp. Co.,",80 Church,,"80 Church, New York, New York",40.6184432,-73.73960520625553
1,"Mineral Development Co., 15 Broadway",Land Companies,New York,New York,"Mineral Development Co.,",15 Broadway,,"15 Broadway, New York, New York",41.0042599,-73.8804417
1,"Montvale Land  Imp. Co., 8583 Broadway",Land Companies,New York,New York,"Montvale Land  Imp. Co.,",8583 Broadway,,"8583 Broadway, New York, New York",40.81638975725223,-73.95792631397542
1,"Mountain View Land Co., 200 bth ave.",Land Companies,New York,New York,"Mountain View Land Co.,",200 bth ave.,,"200 bth ave., New York, New York",,
1,"N. J. Land  ate Co., 86 Nassau",Land Companies,New York,New York,"N. J. Land  ate Co.,",86 Nassau,,"86 Nassau, New York, New York",40.65934485,-73.72145605806526
1,"N. Y.N. J. Land Co., 110 W. 34th",Land Companies,New York,New York,"N. Y.N. J. Land Co.,",110 W. 34th,,"110 W. 34th, New York, New York",40.74787292676568,-73.98320144989572
1,"Normal Land Co., 62 pet,",Land Companies,New York,New York,"Normal Land Co.,","62 pet,",,"62 pet,, New York, New York",,
1,"Obispo peer Plantation Co., 29 Broadway",Land Companies,New York,New York,"Obispo peer Plantation Co.,",29 Broadway,,"29 Broadway, New York, New York",40.7061827,-74.01364714550223
1,"Pacific Improvement Co., 60 Wall",Land Companies,New York,New York,"Pacific Improvement Co.,",60 Wall,,"60 Wall, New York, New York",43.5025237,-73.7435935
1,"Eimetey Co, 7 B 42a",Land Companies,New York,New York,"Eimetey Co,",7 B 42a,,"7 B 42a, New York, New York",,
1,"Plant. Investment Co., 71 Broadway.",Land Companies,New York,New York,"Plant. Investment Co.,",71 Broadway.,,"71 Broadway., New York, New York",40.7073636,-74.0121976
1,"Port Morrie Land  Imp. Co., 141 Broadway.",Land Companies,New York,New York,"Port Morrie Land  Imp. Co.,",141 Broadway.,,"141 Broadway., New York, New York",40.7105296,-73.96340025289172
1,"Queens Land  Title Co., Times building.",Land Companies,New York,New York,"Queens Land  Title Co., Times building.",, Times building,"Times building, New York, New York",40.75589455,-73.98967425036729
1,"Quondam Land Holding Co., 116 Broadway.",Land Companies,New York,New York,"Quondam Land Holding Co.,",116 Broadway.,,"116 Broadway., New York, New York",40.66987985,-73.7261323
1,"Republic Develop, Co., 90 Wall",Land Companies,New York,New York,"Republic Develop, Co.,",90 Wall,,"90 Wall, New York, New York",42.9346686,-76.579675
1,"H. Robingon, 47 W. 424",Land Companies,New York,New York,"H. Robingon,",47 W. 424,,"47 W. 424, New York, New York",,
1,"St. Regis Explor.  Dev. Co., 225 5th ave.",Land Companies,New York,New York,"St. Regis Explor.  Dev. Co.,",225 5th ave.,,"225 5th ave., New York, New York",40.7435852,-73.9877866
1,"Schwartz Land  Imp. Co., 121 Nassau",Land Companies,New York,New York,"Schwartz Land  Imp. Co.,",121 Nassau,,"121 Nassau, New York, New York",40.6821936,-73.720072
1,"On Schwencke Land  Invest. Co., 277 way.",Land Companies,New York,New York,"On Schwencke Land  Invest. Co.,",277 way.,,"277 way., New York, New York",40.9452116,-72.75070824637757
1,"Sea Beach Land Co., 60 Wall",Land Companies,New York,New York,"Sea Beach Land Co.,",60 Wall,,"60 Wall, New York, New York",43.5025237,-73.7435935
1,"Sea Girt Co., 115 Broadway.",Land Companies,New York,New York,"Sea Girt Co.,",115 Broadway.,,"115 Broadway., New York, New York",40.708938849999996,-74.01147228510186
1,"Seaford Land  pene Co, 146 W. 34th",Land Companies,New York,New York,"Seaford Land  pene Co,",146 W. 34th,,"146 W. 34th, New York, New York",40.74787292676568,-73.98320144989572
1,Shelter Iatand Heights Assn.. 76 William,Land Companies,New York,New York,Shelter Iatand Heights Assn..,76 William,,"76 William, New York, New York",40.9340465,-73.8837712
1,"Bhippan Point Land Co., 6 E. 43d",Land Companies,New York,New York,"Bhippan Point Land Co.,",6 E. 43d,,"6 E. 43d, New York, New York",,
1,"Shoal Harbor Industries, 257 Broadway.",Land Companies,New York,New York,"Shoal Harbor Industries,",257 Broadway.,,"257 Broadway., New York, New York",40.7134439,-74.0071332
1,"South Jersey Land Co., 220 Broadway.",Land Companies,New York,New York,"South Jersey Land Co.,",220 Broadway.,,"220 Broadway., New York, New York",40.66638965,-73.72739895018498
1,"Chas. A. i Land Co., 1 Mad. ave.",Land Companies,New York,New York,"Chas. A. i Land Co.,",1 Mad. ave.,,"1 Mad. ave., New York, New York",,
1,"Park Sterling, 103 Park ave.",Land Companies,New York,New York,"Park Sterling,",103 Park ave.,,"103 Park ave., New York, New York",,
1,"Sylvan Lake Estates, 48 Exchange pl.",Land Companies,New York,New York,"Sylvan Lake Estates,",48 Exchange pl.,,"48 Exchange pl., New York, New York",40.705625121212115,-74.00960648484849
1,"elma Land  Timber Co., 11 Broadway.",Land Companies,New York,New York,"elma Land  Timber Co.,",11 Broadway.,,"11 Broadway., New York, New York",40.70528645,-74.01402363457706
1,"Torrens Land Co., 120 Broadway,",Land Companies,New York,New York,"Torrens Land Co.,","120 Broadway,",,"120 Broadway,, New York, New York",40.708203499999996,-74.01050652677372
1,"Wenatchis Val. Orchard Co., 100 Hudson",Land Companies,New York,New York,"Wenatchis Val. Orchard Co.,",100 Hudson,,"100 Hudson, New York, New York",42.249177,-73.76731057467455
1,"West Rockaway Land Co., 1170 Broadway.",Land Companies,New York,New York,"West Rockaway Land Co.,",1170 Broadway.,,"1170 Broadway., New York, New York",40.744924600000004,-73.98859595269975
1,"Windsor Land  Tmpr, Co., 324 W. 34th",Land Companies,New York,New York,"Windsor Land  Tmpr, Co.,",324 W. 34th,,"324 W. 34th, New York, New York",40.74787292676568,-73.98320144989572
1,"Yale Land Co., 110 . 84th",Land Companies,New York,New York,"Yale Land Co.,",110 . 84th,,"110 . 84th, New York, New York",40.778404800000004,-73.95757590274316
1,"Xequi Land  Water Co., 71 Broadway",Land Companies,New York,New York,"Xequi Land  Water Co.,",71 Broadway,,"71 Broadway, New York, New York",40.7073636,-74.0121976
1,Real Estate,Real Estate,New York,New York,Real Estate,,,,,
1,"A. A. Realty Co., 361 BD. 71st",Real Estate,New York,New York,"A. A. Realty Co.,",361 BD. 71st,,"361 BD. 71st, New York, New York",,
1,"J. J. Aaron  Son, 11 John",Real Estate,New York,New York,"J. J. Aaron  Son,",11 John,,"11 John, New York, New York",42.8196849,-73.9406577
1,"Abbate  Alvino, 326 Lafayette",Real Estate,New York,New York,"Abbate  Alvino,",326 Lafayette,,"326 Lafayette, New York, New York",42.92044755,-78.88630535
1,"Leo Abraham, 2523 7th ave.",Real Estate,New York,New York,"Leo Abraham,",2523 7th ave.,,"2523 7th ave., New York, New York",42.73619081110432,-73.70601243481006
1,"Accumulation Realty Co., 60 Church",Real Estate,New York,New York,"Accumulation Realty Co.,",60 Church,,"60 Church, New York, New York",42.7528704,-73.5770108
1,"Orville B, Ackerly, 146 . 34th",Real Estate,New York,New York,"Orville B, Ackerly,",146 . 34th,,"146 . 34th, New York, New York",40.5973588,-73.99404134265077
1,"T. B. AckersonCo., 1 W. 34th",Real Estate,New York,New York,"T. B. AckersonCo.,",1 W. 34th,,"1 W. 34th, New York, New York",40.751098549999995,-73.99197234223337
1,"Acre Farm  Home Co., 141 Broadway.",Real Estate,New York,New York,"Acre Farm  Home Co.,",141 Broadway.,,"141 Broadway., New York, New York",40.7105296,-73.96340025289172
1,"Bllis Adama, 481 6th ave.",Real Estate,New York,New York,"Bllis Adama,",481 6th ave.,,"481 6th ave., New York, New York",40.6666705,-73.9848832
1,"Jos. H. Adams, 600 5th ave.",Real Estate,New York,New York,"Jos. H. Adams,",600 5th ave.,,"600 5th ave., New York, New York",40.75767705,-73.97844930400778
1,"Adame Realty Co., 206 Broadway.",Real Estate,New York,New York,"Adame Realty Co.,",206 Broadway.,,"206 Broadway., New York, New York",40.7094892,-73.9614275
1,"S. F. Adams, Jr., Fuller building.",Real Estate,New York,New York,"S. F. Adams, Jr., Fuller building.",, Fuller building,"Fuller building, New York, New York",40.762256550000004,-73.97174962514794
1,"Wm. Crittendan Adama, 128 Broadway.",Real Estate,New York,New York,"Wm. Crittendan Adama,",128 Broadway.,,"128 Broadway., New York, New York",42.6854307,-73.73105165144563
1,"Adams  Keeler, 500 5th ave.",Real Estate,New York,New York,"Adams  Keeler,",500 5th ave.,,"500 5th ave., New York, New York",40.7539205,-73.98118169816303
1,"Edw. J. Adelson, 1539 Hoe ave.",Real Estate,New York,New York,"Edw. J. Adelson,",1539 Hoe ave.,,"1539 Hoe ave., New York, New York",40.8343727,-73.88864797724433
1,"Louis N. Adler, 56 Pine",Real Estate,New York,New York,"Louis N. Adler,",56 Pine,,"56 Pine, New York, New York",42.07652330310475,-73.5973798935542
1,"M. Adler, 203 Broadway.",Real Estate,New York,New York,"M. Adler,",203 Broadway.,,"203 Broadway., New York, New York",41.5001575,-74.0164424
1,Admire Realty Co.. 31 Nassau,Real Estate,New York,New York,Admire Realty Co..,31 Nassau,,"31 Nassau, New York, New York",40.767764,-73.72559886869749
1,"Chas. A. Adrian, 35831 Broadway.",Real Estate,New York,New York,"Chas. A. Adrian,",35831 Broadway.,,"35831 Broadway., New York, New York",40.81638975725223,-73.95792631397542
1,"Geo. M. Adrian, 447 2d ave,",Real Estate,New York,New York,"Geo. M. Adrian,","447 2d ave,",,"447 2d ave,, New York, New York",40.9183185,-73.7958716
1,"Jos. M, Adrian, 187 EB. 34th",Real Estate,New York,New York,"Jos. M, Adrian,",187 EB. 34th,,"187 EB. 34th, New York, New York",,
1,Adrian  McGuire. 3631 Broadway.,Real Estate,New York,New York,Adrian  McGuire.,3631 Broadway.,,"3631 Broadway., New York, New York",40.829327500000005,-73.94846100000001
1,"Advance Land  Imp. Co., 271 W. 125th",Real Estate,New York,New York,"Advance Land  Imp. Co.,",271 W. 125th,,"271 W. 125th, New York, New York",40.8100904,-73.9505762
1,"Advanced pealy Co., 2533 3d ave.",Real Estate,New York,New York,"Advanced pealy Co.,",2533 3d ave.,,"2533 3d ave., New York, New York",,
1,"Aetna Finance Co., 40 W. 38d",Real Estate,New York,New York,"Aetna Finance Co.,",40 W. 38d,,"40 W. 38d, New York, New York",,
1,"Aetna R. .  Loan Co., 47 W. 84th",Real Estate,New York,New York,"Aetna R. .  Loan Co.,",47 W. 84th,,"47 W. 84th, New York, New York",40.78501715,-73.97227645937099
1,"Agricultural City Co., 45 W. B4th",Real Estate,New York,New York,"Agricultural City Co.,",45 W. B4th,,"45 W. B4th, New York, New York",,
1,"Ahrweller  Bloch, 29 W. 135th",Real Estate,New York,New York,"Ahrweller  Bloch,",29 W. 135th,,"29 W. 135th, New York, New York",40.813740857142854,-73.93977
1,Airmore Co.. 141 Broadway.,Real Estate,New York,New York,Airmore Co..,141 Broadway.,,"141 Broadway., New York, New York",40.7105296,-73.96340025289172
1,"H. C. Albright, 2421 Broadway.",Real Estate,New York,New York,"H. C. Albright,",2421 Broadway.,,"2421 Broadway., New York, New York",40.7904348,-73.9752022
1,"Alcazar Realty Co., 630 BH B0th",Real Estate,New York,New York,"Alcazar Realty Co.,",630 BH B0th,,"630 BH B0th, New York, New York",,
2,EW YORK CITY—Continued.,Real Estate,New York,New York,EW YORK CITY—Continued.,,,,,
2,"Alcourt Realty Co., 48 W. 25th",Real Estate,New York,New York,"Alcourt Realty Co.,",48 W. 25th,,"48 W. 25th, New York, New York",40.74373765,-73.99137670447622
2,"Aldhous  Co., 2339 7th ave.",Real Estate,New York,New York,"Aldhous  Co.,",2339 7th ave.,,"2339 7th ave., New York, New York",42.73366248979592,-73.70640669387755
2,"Emanuel Alexander, 87 Nassau",Real Estate,New York,New York,"Emanuel Alexander,",87 Nassau,,"87 Nassau, New York, New York",40.65423745,-73.72067983838777
2,"Mra, M. DB. Alexander, 12 W. 40th",Real Estate,New York,New York,"Mra, M. DB. Alexander,",12 W. 40th,,"12 W. 40th, New York, New York",40.75237555,-73.9828141735641
2,"Max Alexander, 160 Broadway.",Real Estate,New York,New York,"Max Alexander,",160 Broadway.,,"160 Broadway., New York, New York",40.70937965,-74.0100296338982
2,"W. Alanson Alexander, 503 6th",Real Estate,New York,New York,"W. Alanson Alexander,",503 6th,,"503 6th, New York, New York",40.97765001015074,-72.24717356091357
2,"Allabough  Co., 160 Nassau",Real Estate,New York,New York,"Allabough  Co.,",160 Nassau,,"160 Nassau, New York, New York",40.7396976,-73.69899213957123
2,"David Allan, Sr., 1987 Lexington ave.",Real Estate,New York,New York,"David Allan, Sr.,",1987 Lexington ave.,,"1987 Lexington ave., New York, New York",40.80218926086957,-73.93889152173912
2,"Allegiance Realty Co., 52 Broadway.",Real Estate,New York,New York,"Allegiance Realty Co.,",52 Broadway.,,"52 Broadway., New York, New York",40.70646585,-74.0122976562941
2,"Allen Allen Allen, 2987 Webster ave.",Real Estate,New York,New York,"Allen Allen Allen,",2987 Webster ave.,,"2987 Webster ave., New York, New York",40.8681351,-73.8826191
2,"R B. Alien, 29 W. 34th",Real Estate,New York,New York,"R B. Alien,",29 W. 34th,,"29 W. 34th, New York, New York",40.7493953,-73.9864003
2,"Alleyn  Co., 309 Broadway",Real Estate,New York,New York,"Alleyn  Co.,",309 Broadway,,"309 Broadway, New York, New York",40.633855249999996,-74.11682965994565
2,"Alliance Realty Co., 116 Broadway.",Real Estate,New York,New York,"Alliance Realty Co.,",116 Broadway.,,"116 Broadway., New York, New York",40.66987985,-73.7261323
2,"Allied Real Est, Interests, 165 Broadway.",Real Estate,New York,New York,"Allied Real Est, Interests,",165 Broadway.,,"165 Broadway., New York, New York",40.7097367,-74.01085699585923
2,"Allied Realty Corp., 46 W, 34th",Real Estate,New York,New York,"Allied Realty Corp.,","46 W, 34th",,"46 W, 34th, New York, New York",40.7568928,-74.00461494999999
2,"Allwin Realty Co., 259 3d ave.",Real Estate,New York,New York,"Allwin Realty Co.,",259 3d ave.,,"259 3d ave., New York, New York",,
2,"AllynHall Realty Co,, 226 6th ave.",Real Estate,New York,New York,"AllynHall Realty Co,,",226 6th ave.,,"226 6th ave., New York, New York",40.67458175,-73.97879302322077
2,"Alo Realty Co., 627 Cathedral Pkway.",Real Estate,New York,New York,"Alo Realty Co.,",627 Cathedral Pkway.,,"627 Cathedral Pkway., New York, New York",,
2,"Peter Altin, 47 W, 84th",Real Estate,New York,New York,"Peter Altin,","47 W, 84th",,"47 W, 84th, New York, New York",40.77965033008035,-73.96003050703223
2,"poco Altman, 146 EB. 34th",Real Estate,New York,New York,"poco Altman,",146 EB. 34th,,"146 EB. 34th, New York, New York",,
2,"8. B. L. 8S. Altmayer, 62 B. 86th",Real Estate,New York,New York,,"8. B. L. 8S. Altmayer, 62 B. 86th",,"8. B. L. 8S. Altmayer, 62 B. 86th, New York, New York",,
2,L T. Alton. 111 Broadway.,Real Estate,New York,New York,L T. Alton.,111 Broadway.,,"111 Broadway., New York, New York",40.7088837,-73.4278504061705
2,"Geo. BE Aistadt, 1390 Lexington ave.",Real Estate,New York,New York,"Geo. BE Aistadt,",1390 Lexington ave.,,"1390 Lexington ave., New York, New York",40.783109350000004,-73.95321990000001
2,"Dean Alvord Co, 111 Broadway.",Real Estate,New York,New York,"Dean Alvord Co,",111 Broadway.,,"111 Broadway., New York, New York",40.7088837,-73.4278504061705
2,"American Citys Realty Co., 34 B. Zist",Real Estate,New York,New York,"American Citys Realty Co.,",34 B. Zist,,"34 B. Zist, New York, New York",,
2,"American Est, menane Ca., 271 Broadway.",Real Estate,New York,New York,"American Est, menane Ca.,",271 Broadway.,,"271 Broadway., New York, New York",42.69255845,-73.72379221483679
2,"Amer. Exch. Reaity Co., 149 Broadway.",Real Estate,New York,New York,"Amer. Exch. Reaity Co.,",149 Broadway.,,"149 Broadway., New York, New York",40.66873315,-73.72596387426145
