eid,employment,industry,lat,lon,moved,id_y,id_x,region_comb_nr,cell_region,triangle_id,employment_750m,employment_cluster
803343099,2,524210,3557082.8513483917,431478.4903699035,9999,0,134,72,42062,5,2.0,False
826217320,2,236115,3557082.8513483917,431478.4903699035,9999,0,134,72,42062,5,2.0,False
966347051,1,561990,3557510.6446574605,408186.67610245355,9999,1,41,380,22032,2,1.0,False
805488066,1,531320,3557510.6446574605,408186.67610245355,9999,1,41,380,22032,2,1.0,False
60705748,1,541618,3557286.622297577,437704.1974770782,9999,1,158,284,62099,8,1.0,False
619877090,1,561499,3557286.622297577,437704.1974770782,9999,1,158,284,62099,8,1.0,False
186608423,2,561990,3557693.686074202,436414.7356975342,9999,2,153,11,9010,1,2.0,False
35663670,3,561990,3557679.3485092693,450993.75643630826,9999,2,211,11,9010,1,2.0,False
100643902,3,424590,3557590.3122468363,455906.40086749056,9999,2,231,72,42062,5,2.0,False
829118871,2,112111,3557590.3122468363,455906.40086749056,9999,2,231,72,42062,5,3.0,False
613078836,2,561990,3558004.3775022714,408757.0008012134,9999,3,44,183,24041,4,0.0,False
825371748,5,721191,3557876.31765505,418601.72902593005,9999,3,83,71,37054,5,3.0,False
796567001,1,561990,3557876.31765505,418601.72902593005,9999,3,83,71,37054,5,7.0,False
21739417,2,238190,3557876.31765505,418601.72902593005,9999,3,83,71,37054,5,6.0,False
29582710,5,721110,3557900.025721313,431946.0909744345,9999,3,136,71,37054,4,4.0,False
23924527,2,112990,3557891.144711108,450749.6026399371,9999,3,210,14,8009,8,3.0,False
963686589,2,441120,3558167.1895360574,423979.38176411454,9999,4,104,216,0,3,2.0,False
89735638,2,561990,3558272.1979414336,429393.0562348865,9999,4,125,24,2012,2,0.0,False
794500988,2,561990,3558484.4041459556,414749.6344005569,9999,5,67,17,1001,2,1.0,False
612931902,3,541420,3558317.7253206247,432476.9666261831,2016,5,138,74,42062,6,6.0,False
34347861,1,561499,3558317.7253206247,432476.9666261831,9999,5,138,74,42062,6,8.0,False
45603975,2,561990,3558290.006971955,433316.04511363717,9999,5,141,334,56083,7,2.0,False
363908489,2,561990,3558363.961190468,433872.89110131626,9999,5,143,272,73110,8,2.0,False
840124056,2,811191,3558391.9729305375,436428.5395767639,2010,5,153,289,8009,8,2.0,False
174302575,1,561990,3558330.98682124,439143.92580131855,9999,5,164,275,66097,7,3.0,False
25576732,3,112111,3558460.6281722635,439710.4784528718,9999,5,166,40,13018,1,3.0,False
107766367,2,561990,3558464.512492792,449121.1084033452,9999,5,204,223,28039,3,0.0,False
25720739,1,561990,3558551.152579822,414721.90432180115,9999,6,67,332,66097,7,2.0,False
824653369,5,541370,3558581.3660256066,417777.5338212609,9999,6,79,276,61091,8,0.0,False
24133277,2,424520,3558739.6050889418,420174.0184012271,9999,6,89,224,18025,3,4.0,False
23546754,2,561110,3558734.7288688393,422229.68991891487,9999,6,97,225,18025,2,10.0,False
170347871,2,512230,3558734.7288688393,422229.68991891487,9999,6,97,225,18025,2,10.0,False
7925538,1,236115,3558734.7288688393,422229.68991891487,9999,6,97,225,18025,2,11.0,False
601049260,2,112990,3558734.7288688393,422229.68991891487,9999,6,97,225,18025,2,10.0,False
798008087,2,444140,3558734.7288688393,422229.68991891487,9999,6,97,225,18025,2,10.0,False
828900576,1,541922,3558734.7288688393,422229.68991891487,9999,6,97,225,18025,2,11.0,False
24124690,2,112111,3558734.7288688393,422229.68991891487,9999,6,97,225,18025,2,10.0,False
180671609,1,561990,3558754.694807339,423983.7823048029,9999,6,104,225,18025,2,7.0,False
961881807,2,711130,3558567.9650234976,426764.19928922167,9999,6,115,124,56083,7,0.0,False
5681239,3,112111,3558528.2615431277,454364.08953928825,9999,6,225,142,43070,6,0.0,False
162616457,3,561990,3558959.52862499,420402.0607829802,9999,7,90,174,23033,3,3.0,False
179634782,1,111998,3558959.52862499,420402.0607829802,9999,7,90,174,23033,3,5.0,False
152749995,1,561990,3558821.346151665,423965.42219451984,9999,7,104,124,56083,6,7.0,False
59466503,2,112990,3558949.145936517,439581.37287664454,9999,7,166,223,28039,3,3.0,False
628105475,2,238990,3558936.422421573,445757.3363464184,9999,7,190,39,7007,1,7.0,False
31527340,2,445298,3558858.828969089,445756.9215649006,9999,7,190,299,7109,8,7.0,False
613299879,1,561990,3559156.3079283377,408871.08563450247,9999,8,44,0,0,4,4.0,False
59594262,2,111140,3559145.392089862,408852.1277662595,9999,8,44,59,45065,5,3.0,False
41516845,2,112111,3559131.2633078364,409191.4780875979,2011,8,45,274,73110,8,5.0,False
9911388,2,112990,3559136.8819727274,409804.4718786534,9999,8,48,71,37054,5,2.0,False
838716475,2,444180,3559210.240889259,423845.75489929767,9999,8,103,40,7008,1,14.0,False
10269031,2,424990,3559224.6771571874,445749.4485764239,9999,8,190,31,13018,1,8.0,False
838788441,1,459110,3559257.780308824,445777.91166730184,9999,8,191,183,24041,4,9.0,False
6715582,1,812112,3559504.6819979167,407129.7357191959,9999,9,37,225,18025,2,3.0,False
16851766,2,561990,3559504.6819979167,407129.7357191959,9999,9,37,225,18025,2,2.0,False
783816184,1,812112,3559494.4602761394,407035.34555141453,2007,9,37,176,23033,3,3.0,False
836946140,2,561990,3559504.7121042907,414701.6296953927,9999,9,67,225,18025,2,2.0,False
130160278,2,449210,3559504.7121042907,414701.6296953927,1991,9,67,225,18025,2,2.0,False
968001342,3,721214,3559420.5558464397,418189.7947523185,9999,9,81,0,0,3,0.0,False
878193049,1,811420,3559300.764009221,423601.2737136652,9999,9,102,284,62099,8,15.0,False
10926810,1,238220,3559287.694502021,423865.19476272725,9999,9,104,81,43070,6,16.0,False
91713979,1,812220,3559482.8714906205,427487.4047830597,9999,9,118,224,18025,3,5.0,False
883579273,2,424310,3559403.712386777,437736.04822805355,9999,9,159,71,37054,5,3.0,False
164294451,1,561990,3559403.712386777,437736.04822805355,9999,9,159,71,37054,5,4.0,False
59928378,1,236115,3559403.712386777,437736.04822805355,9999,9,159,71,37054,5,4.0,False
835543732,2,812990,3559324.4402214317,445749.98201026773,9999,9,190,298,71112,8,8.0,False
2085068,3,488119,3559692.936804306,413420.8388428215,9999,10,62,366,19026,2,0.0,False
929277494,5,541330,3559596.90969642,422556.88474119,9999,10,98,272,73110,8,0.0,False
99750648,2,238120,3559620.386691834,423848.8334307824,9999,10,103,299,7109,8,15.0,False
782594555,2,561990,3559764.067541113,423906.484881622,9999,10,104,233,30042,3,15.0,False
962592239,1,811210,3559764.067541113,423906.484881622,9999,10,104,233,30042,3,16.0,False
84805121,1,541410,3559631.1179615255,423896.0586982484,9999,10,104,71,37054,5,16.0,False
149919495,1,561990,3559711.3509996114,445950.04468615976,2021,10,191,15,1001,1,5.0,False
797752086,4,491110,3559886.639704849,423822.54596010956,9999,11,103,14,8009,8,13.0,False
788670409,1,812990,3559883.7441896414,424209.1010687761,9999,11,105,63,46066,6,13.0,False
179866587,1,812112,3559881.564678872,424501.3743311461,9999,11,106,322,65095,7,12.0,False
783813496,1,812112,3559881.564678872,424501.3743311461,9999,11,106,322,65095,7,12.0,False
116381356,2,561990,3560013.738971479,427660.91185085545,9999,11,119,183,24041,3,5.0,False
197538486,3,561990,3560013.738971479,427660.91185085545,9999,11,119,183,24041,3,4.0,False
23188946,1,561990,3560009.5871561607,428245.4471095201,9999,11,121,225,18025,3,5.0,False
786592402,1,922110,3559892.1120161717,429187.47131275816,9999,11,125,71,37054,5,1.0,False
618737741,1,561990,3559989.8406047053,429480.43527667125,9999,11,126,223,28039,3,1.0,False
24347721,1,111140,3559967.099575613,431177.39550049993,9999,11,133,189,41061,4,0.0,False
21380646,1,111998,3559906.2396609643,433656.66023396404,9999,11,142,14,8009,8,0.0,False
24400073,1,111998,3559910.3520708354,434731.52232977585,9999,11,147,71,37054,5,0.0,False
64410648,2,561990,3559976.6375254174,436513.8935117458,9999,11,154,174,23033,3,1.0,False
183799548,1,561990,3560026.088768756,437475.8790480673,9999,11,158,183,24041,3,4.0,False
51751514,2,238910,3559873.2967448197,444696.96566599654,9999,11,186,272,73110,8,0.0,False
22594821,2,236115,3560450.1226849854,421168.0180632075,9999,13,93,169,38055,4,2.0,False
10787503,2,561990,3560450.1226849854,421168.0180632075,9999,13,93,169,38055,4,2.0,False
54939466,2,524210,3560708.252430336,415277.4444102942,9999,14,69,29,7008,1,2.0,False
836492277,2,561990,3560708.252430336,415277.4444102942,9999,14,69,29,7008,1,2.0,False
57934387,1,236118,3560632.7762010135,436178.6050948706,9999,14,152,289,7109,8,2.0,False
807997924,2,813110,3560982.785226083,424000.4770635067,9999,15,104,369,19026,2,0.0,False
109178595,1,459910,3560811.335405568,434256.5160149535,2008,15,145,134,55082,6,0.0,False
15496227,8,424720,3560947.7893223977,442836.24446340656,9999,15,179,166,27037,4,0.0,False
24133826,2,524210,3560912.3032186395,447342.23386498785,9999,15,197,71,37054,5,3.0,False
172951456,2,561990,3561027.406257963,467431.3952452261,9999,15,277,183,24041,4,3.0,False
19448010,2,561990,3561218.1024994412,431421.5657707754,9999,16,134,198,36053,4,2.0,False
168930709,1,459110,3561181.169979539,440801.32789316936,9999,16,171,173,38055,4,0.0,False
34992926,1,811111,3561270.966418829,467526.44192929997,9999,16,277,225,18025,3,5.0,False
10512944,1,561990,3561517.604154976,434751.292884111,9999,17,147,223,28039,3,2.0,False
21825956,2,561990,3561503.135525422,435279.1048332725,9999,17,149,224,28039,3,1.0,False
21913365,1,561499,3561413.0352584017,446977.19450798776,9999,17,195,14,8009,8,4.0,False
60618047,1,238220,3561413.0352584017,446977.19450798776,9999,17,195,14,8009,8,4.0,False
39975193,1,524210,3561468.853978681,446902.0735155636,2003,17,195,367,19026,2,4.0,False
126295893,1,112112,3561652.020159612,420574.02323564567,9999,18,90,299,7109,8,7.0,False
25049151,3,112111,3561649.9556827513,420837.96779796045,9999,18,92,98,36052,5,6.0,False
45619089,2,524210,3561679.5128351427,425721.41494448006,9999,18,111,161,35051,4,2.0,False
21652206,2,111998,3561630.2910015555,426390.3724997352,2016,18,114,86,36067,5,2.0,False
87516667,2,561990,3561635.7252698867,427172.8521000206,9999,18,117,70,47068,5,0.0,False
38991835,2,561110,3561594.611822966,429859.2448563729,9999,18,127,277,61091,8,0.0,False
162697846,2,561990,3561551.8005339634,431254.13810222835,9999,18,133,143,55081,6,2.0,False
193828386,2,561990,3561603.325334748,467584.06323850434,9999,18,277,324,66097,7,4.0,False
182807862,1,561990,3561803.8183801617,467283.0743113195,9999,19,276,143,55081,6,3.0,False
25948381,3,541890,3562285.9373628646,434218.94707071176,2008,20,145,238,24041,3,0.0,False
52626434,1,112990,3562271.7138965353,460413.35433231253,9999,20,249,176,23033,3,0.0,False
21943054,2,523910,3562371.150119899,420758.7613726379,9999,21,91,273,66097,7,7.0,False
100096341,1,561990,3562371.150119899,420758.7613726379,9999,21,91,273,66097,7,8.0,False
4806829,1,423810,3562371.150119899,420758.7613726379,9999,21,91,273,66097,7,8.0,False
607848160,1,561990,3562347.875463147,420899.97714727867,9999,21,92,72,57084,6,7.0,False
39516922,6,561499,3562510.2220618236,442939.3117027396,9999,21,179,17,1001,2,0.0,False
60339976,1,561990,3563288.200042209,421152.3831935084,9999,24,93,232,32047,3,6.0,False
62549711,2,337110,3563280.6866187914,425063.93843676744,9999,24,108,370,1001,2,97.0,False
19244874,1,111998,3563227.8756952453,430935.6176009545,9999,24,132,173,38055,4,0.0,False
59189295,6,721214,3563223.794579856,433197.67569869536,9999,24,141,71,37054,4,0.0,False
13486909,2,112990,3563099.817188902,467569.99988274276,9999,24,277,124,56083,7,0.0,False
173667515,1,561990,3563556.152928384,420909.40844592487,9999,25,92,245,17038,3,7.0,False
25655581,2,424520,3563368.221090531,420841.9623807428,9999,25,92,88,51076,5,5.0,False
33358329,3,621111,3563542.2049678755,421276.89004357107,2021,25,93,380,22032,2,4.0,False
43112387,2,213112,3563379.7090165108,423679.1307260866,9999,25,103,72,57084,6,13.0,False
18342531,1,561990,3563498.247138509,424132.44034471735,9999,25,105,186,41061,4,35.0,False
32537217,2,561990,3563509.4028026583,424123.098554167,9999,25,105,187,41061,4,34.0,False
49505165,1,459910,3563504.343299897,424801.68398975267,9999,25,107,15,1001,2,165.0,False
939103404,1,111998,3563381.987934289,424857.3283833207,9999,25,107,300,7109,8,159.0,False
171198500,1,541213,3563437.6929694703,424820.04003444954,2011,25,107,14,8009,1,163.0,False
24030585,2,813990,3563491.442358775,425046.64659283776,9999,25,108,15,1001,1,162.0,False
958879645,1,441227,3563458.466125123,425008.70123150735,9999,25,108,3,6006,2,158.0,False
603290789,2,532289,3563413.5680348994,425083.77202279377,9999,25,108,14,8009,8,149.0,False
30514043,1,561499,3563490.606265466,425159.744207782,9999,25,109,171,38055,4,154.0,False
6715583,1,459140,3563320.37614977,425695.7382323208,9999,25,111,143,55082,6,14.0,False
11124882,2,561990,3563352.733503428,425818.506054376,9999,25,111,277,61091,7,7.0,False
13978800,2,112990,3563673.4773560422,400098.48134288844,9999,26,9,269,73110,8,4.0,False
627705457,2,112111,3563673.4773560422,400098.48134288844,9999,26,9,269,73110,8,4.0,False
13381552,2,112990,3563673.4773560422,400098.48134288844,9999,26,9,269,73110,8,4.0,False
4171685,2,561990,3563577.243133512,422483.60567109793,9999,26,98,334,56083,7,0.0,False
364241539,1,236220,3563766.4105151105,423851.69570084877,9999,26,103,36,12017,1,29.0,False
959081402,3,531312,3563766.4105151105,423851.69570084877,9999,26,103,36,12017,1,27.0,False
2098326,3,561990,3563587.210183708,424095.4055200898,9999,26,104,284,62099,8,34.0,False
12267855,1,711510,3563719.8076679483,424152.94981349626,9999,26,105,173,38055,4,56.0,False
876699166,1,811412,3563568.759014933,425084.91958721564,9999,26,108,284,62099,7,165.0,False
60229524,1,541921,3563690.137536586,425161.2181994942,9999,26,109,71,37054,4,205.0,False
119174410,2,325611,3563611.9157827976,425245.46715243405,9999,26,109,124,56083,7,155.0,False
145970505,1,561990,3563683.1800275533,429213.94854893093,9999,26,125,71,37054,5,0.0,False
883277928,2,561990,3563611.5368052344,460786.138404091,9999,26,250,324,66097,7,2.0,False
13997298,2,424520,3563611.5368052344,460786.138404091,9999,26,250,324,66097,7,2.0,False
25650571,2,561990,3563968.3694055136,402834.8497883939,9999,27,20,365,15021,2,0.0,False
188718956,2,561990,3563904.0550559876,423240.1066006187,9999,27,101,322,66097,7,6.0,False
23952582,2,524291,3563927.1876154565,424588.04946368834,9999,27,106,14,8009,8,215.0,False
796967495,7,491110,3564005.2745501804,424522.6568126363,9999,27,106,368,19026,2,209.0,False
24619932,2,611710,3563917.0856491653,424456.0251227151,9999,27,106,66,46066,5,214.0,False
23195363,1,459510,3563969.49694382,424861.68605417013,9999,27,107,41,7007,1,208.0,False
11804425,1,561499,3563925.5062690317,424814.235141851,9999,27,107,14,8009,8,211.0,False
969369727,1,812112,3563958.5516959615,424842.7550865798,9999,27,107,14,8009,1,211.0,False
12764243,3,812112,3563981.0016275737,424805.2221788579,9999,27,107,11,9010,1,212.0,False
17007003,2,522390,3563981.0016275737,424805.2221788579,9999,27,107,11,9010,1,213.0,False
25265202,3,621111,3563981.0016275737,424805.2221788579,9999,27,107,11,9010,1,212.0,False
24140210,1,561730,3564047.7220394416,424777.4430468459,9999,27,107,378,17024,2,214.0,False
121268143,1,112111,3563970.3364650384,424748.59372339194,2016,27,107,366,19026,2,212.0,False
619297877,2,236115,3563948.7967696995,424663.6095805477,9999,27,107,71,37054,4,216.0,False
14976517,2,812112,3563948.7967696995,424663.6095805477,2020,27,107,71,37054,4,216.0,False
786220996,1,624120,3563959.8818521188,424663.69202310033,9999,27,107,173,37054,4,217.0,False
30497953,2,531210,3563960.0921661817,424635.41890452156,9999,27,107,71,37054,4,215.0,False
152395265,5,2211,3563924.248574218,424983.874362784,9999,27,108,115,0,6,200.0,False
121631159,1,513120,3563924.248574218,424983.874362784,9999,27,108,115,0,6,204.0,False
101176845,2,921110,3563968.449318203,425003.0514474761,9999,27,108,366,6006,2,203.0,False
878321772,2,2111,3563946.0001289905,425040.5848217974,9999,27,108,13,8009,1,201.0,False
845729222,5,624410,3563946.0001289905,425040.5848217974,9999,27,108,13,8009,1,198.0,False
9686907,4,221310,3563968.5888876095,424984.2027296608,9999,27,108,220,15021,3,203.0,False
183324078,4,221310,3563968.5888876095,424984.2027296608,9999,27,108,220,15021,3,203.0,False
2287287,1,459510,3563957.36423983,425002.96937604435,9999,27,108,362,16022,2,204.0,False
938641057,20,621910,3564046.324048797,424965.9288067055,2016,27,108,234,18025,3,186.0,False
784825564,2,924110,3564035.937524401,424871.603714305,9999,27,108,183,24041,4,207.0,False
129351409,3,524210,3564035.937524401,424871.603714305,9999,27,108,183,24041,4,206.0,False
824690846,3,922110,3563968.658685468,424974.7783706058,9999,27,108,221,27037,3,204.0,False
933966848,6,424690,3563935.7525689,424927.4101126574,2004,27,108,71,37054,5,201.0,False
946245052,2,541213,3563969.21738405,424899.38349457586,9999,27,108,173,37054,4,205.0,False
164969669,3,812210,3563847.141792578,424917.32841980783,9999,27,108,74,42062,6,200.0,False
42977354,4,812210,3563847.141792578,424917.32841980783,9999,27,108,74,42062,6,199.0,False
24137763,1,541320,3563924.388177768,424965.0255620514,9999,27,108,62,46066,5,204.0,False
88899307,5,611110,3563924.388177768,424965.0255620514,9999,27,108,62,46066,5,200.0,False
36325868,13,522110,3563924.388177768,424965.0255620514,9999,27,108,62,46066,5,192.0,False
5202509,1,424990,3563913.582411488,424927.24580635165,9999,27,108,68,47068,5,206.0,False
63319113,2,721110,3563913.582411488,424927.24580635165,9999,27,108,68,47068,5,205.0,False
29822891,1,424990,3563913.582411488,424927.24580635165,9999,27,108,68,47068,5,206.0,False
22940319,3,424720,3563912.8146414813,425030.9143233066,9999,27,108,270,73110,8,200.0,False
601370646,1,459310,3563956.2489493093,425153.7592692906,9999,27,109,71,37054,4,202.0,False
364549774,3,424510,3563967.055553511,425191.5386037582,9999,27,109,171,38055,4,200.0,False
15749984,2,236115,3563955.4285046635,452918.3415121572,9999,27,219,163,27037,4,2.0,False
23968040,2,424520,3563955.4285046635,452918.3415121572,9999,27,219,163,27037,4,2.0,False
11538742,1,561990,3564221.0399466082,420942.8737989964,9999,28,92,172,27037,3,1.0,False
173061024,1,922160,3564130.3794930195,424099.4754301101,9999,28,104,300,76116,8,56.0,False
2178942,1,561990,3564240.8068569833,424156.85081544175,9999,28,105,171,38055,4,62.0,False
65878857,2,423810,3564269.003943754,424835.6340013328,9999,28,107,19,11013,1,201.0,False
960021848,2,813110,3564069.612325026,424815.30476137775,9999,28,107,340,69104,7,211.0,False
23876074,2,238310,3564234.770435909,424967.3247847079,9999,28,108,223,28039,3,200.0,False
103542648,12,541330,3564101.749451605,424966.339381608,9999,28,108,124,56083,6,194.0,False
21661978,2,541618,3564109.6324348645,425399.93574703264,9999,28,110,74,42062,5,175.0,False
968324301,1,459120,3564098.61677253,425390.4298749779,9999,28,110,81,43070,5,182.0,False
16751253,1,484210,3564098.2004238046,425446.97525893815,9999,28,110,123,57084,6,176.0,False
24224012,2,561990,3564219.583420658,442543.6994502722,9999,28,178,173,38055,4,4.0,False
783879849,1,111998,3564219.583420658,442543.6994502722,9999,28,178,173,38055,4,5.0,False
161456306,3,211120,3564249.2759932163,443175.2841408966,9999,28,180,15,1001,2,5.0,False
24029405,2,112990,3564407.3656234606,424120.4000608432,9999,29,105,91,36067,5,37.0,False
24109651,2,424990,3564329.4876078735,424157.51486664475,9999,29,105,139,59089,6,51.0,False
157880407,1,444180,3564395.1519731,424271.1006171405,9999,29,105,273,66097,7,93.0,False
601684962,1,541330,3564439.492351136,424271.4321586484,9999,29,105,268,73110,8,92.0,False
156027042,2,238160,3564460.2549916483,424460.07616466907,2009,29,106,166,27037,4,174.0,False
940451995,2,561990,3564416.477216725,424384.3538277655,9999,29,106,71,37054,5,147.0,False
24094010,38,445110,3564323.1719170217,425005.6778540182,9999,29,108,344,55081,7,158.0,False
52613244,2,523910,3564447.5050749998,434232.9799591407,9999,29,145,71,37054,4,0.0,False
623672805,2,524210,3564379.45617631,441724.7166996271,2009,29,174,291,76116,8,0.0,False
36084791,1,561710,3564637.054446546,424536.7890354198,9999,30,106,273,66097,7,128.0,False
25783328,2,561990,3564649.908297068,427326.45181911445,9999,30,117,272,73110,8,7.0,False
798429085,3,238210,3564997.2988376357,410271.2785023321,9999,31,50,198,36053,4,3.0,False
52296659,1,111998,3564958.6160676163,417424.0017493474,2012,31,78,0,0,4,4.0,False
22735837,2,424520,3564958.6160676163,417424.0017493474,2012,31,78,0,0,4,3.0,False
23355309,2,424520,3564958.6160676163,417424.0017493474,2012,31,78,0,0,4,3.0,False
944714059,2,561990,3565000.557605748,426358.3108064622,2013,31,113,30,13018,1,23.0,False
13093605,3,531312,3565057.2180170454,426189.09406057314,9999,31,113,235,32047,3,22.0,False
613344006,1,561990,3564916.3557390072,427271.82040919224,9999,31,117,273,65095,7,8.0,False
827357869,2,236115,3564927.237800912,427300.1703064594,2009,31,117,272,73110,8,7.0,False
162471762,1,561990,3564829.4034014954,435177.83915010485,9999,31,148,284,62099,7,2.0,False
66734601,2,561990,3564829.4034014954,435177.83915010485,9999,31,148,284,62099,7,1.0,False
15590644,2,484110,3564848.8133225716,443009.02399697166,9999,31,180,81,43070,5,4.0,False
178013681,1,561990,3564898.1666037203,466765.3735920753,9999,31,274,122,57084,6,0.0,False
62106438,1,337110,3565252.0101457145,410301.8081608273,9999,32,50,171,38055,4,6.0,False
30493237,1,561499,3565273.8290866786,411602.53289593256,9999,32,55,223,28039,3,0.0,False
962182551,1,424520,3565125.4578775875,414682.95059434784,2013,32,67,325,56083,7,2.0,False
797737710,2,112990,3565092.9171436653,414597.8588335785,9999,32,67,135,60090,6,1.0,False
609676549,4,339920,3565296.6666808827,420904.15161978814,2003,32,92,223,28039,3,0.0,False
23155176,2,561499,3565194.619768886,424098.0275083497,9999,32,104,299,7109,8,2.0,False
362822574,2,561990,3565110.1435292037,425020.92932569236,2013,32,108,325,56083,7,3.0,False
14243278,1,332111,3565120.600966737,425105.82097842393,9999,32,108,296,75115,8,3.0,False
109129150,20,722511,3565213.715912729,426011.1848939817,9999,32,112,0,0,2,5.0,False
9637989,4,332710,3565100.756692892,427838.5694693711,2010,32,119,326,68100,7,7.0,False
797800971,2,813110,3565315.454630639,428829.56926339294,9999,32,123,389,22032,2,7.0,False
804496979,1,711510,3565106.0987055306,428649.0472994057,9999,32,123,81,43070,5,8.0,False
198119484,1,561990,3565126.3072877135,442944.62267081765,9999,32,179,277,61091,8,2.0,False
7309742,2,561990,3565337.776012914,410632.411438753,9999,33,51,133,56083,6,5.0,False
831368860,5,711211,3565468.7200126043,418775.75161252596,9999,33,83,14,8009,1,6.0,False
23538518,4,621111,3565468.7200126043,418775.75161252596,9999,33,83,14,8009,1,7.0,False
172609476,1,561990,3565367.744952822,418925.72191048024,9999,33,84,124,56083,6,10.0,False
963655725,1,112990,3565502.7467999244,424401.8885110706,9999,33,106,171,38055,4,9.0,False
781477042,1,561990,3565426.901682905,428745.54204477166,9999,33,123,60,46066,6,8.0,False
52819071,1,561990,3565473.8681141166,463742.62293759146,9999,33,262,163,27037,4,0.0,False
601003309,4,112920,3565775.1194111975,401721.3026018504,9999,34,16,187,41061,4,13.0,False
797387755,1,238210,3565775.1194111975,401721.3026018504,9999,34,16,187,41061,4,16.0,False
620718234,12,333611,3565775.1194111975,401721.3026018504,9999,34,16,187,41061,4,5.0,False
25348704,1,561990,3565669.4204444485,410739.0004336949,9999,34,51,14,8009,8,3.0,False
166660840,1,492210,3565578.913174617,416138.0207315008,9999,34,73,145,55081,6,9.0,False
883181542,2,561990,3565578.913174617,416138.0207315008,9999,34,73,145,55081,6,8.0,False
782596899,2,561990,3565578.913174617,416138.0207315008,2015,34,73,145,55081,6,8.0,False
178668146,1,561990,3565578.913174617,416138.0207315008,2009,34,73,145,55081,6,9.0,False
555456578,1,561492,3565578.913174617,416138.0207315008,2010,34,73,145,55081,6,9.0,False
32519408,1,561499,3565578.913174617,416138.0207315008,9999,34,73,145,55081,6,9.0,False
24119230,2,561990,3565578.913174617,416138.0207315008,2016,34,73,145,55081,6,8.0,False
605521777,1,111998,3565731.6721363026,419164.22193353425,9999,34,85,166,27037,4,12.0,False
54823028,1,561499,3565717.773060842,428370.6636690103,9999,34,121,29,8009,1,8.0,False
62553497,2,561990,3565640.6445192997,428304.15541223274,9999,34,121,324,66097,7,11.0,False
192994726,2,541320,3565727.925579787,428502.6593777708,9999,34,122,219,27037,3,7.0,False
619518223,2,112990,3565982.2101869527,413012.80931869475,9999,35,60,29,8009,1,3.0,False
67255909,2,531312,3566004.2187965186,413031.8452182275,9999,35,61,98,36052,4,3.0,False
10332000,1,424720,3565953.750477259,413747.5914741524,9999,35,63,14,8009,8,7.0,False
24387916,1,111998,3565972.636538436,414134.11104832654,9999,35,65,169,27037,4,3.0,False
3558674,2,112990,3565972.636538436,414134.11104832654,9999,35,65,169,27037,4,2.0,False
55772231,2,561990,3565833.613920709,424630.51496742957,9999,35,107,81,43070,6,4.0,False
18093699,2,561990,3565833.613920709,424630.51496742957,9999,35,107,81,43070,6,4.0,False
60221742,1,238210,3565833.613920709,424630.51496742957,9999,35,107,81,43070,6,5.0,False
612461389,1,111998,3566056.1140532754,426026.76421889185,9999,35,112,225,18025,2,0.0,False
45277959,1,561990,3565890.5576524013,427457.8554519679,9999,35,118,69,57084,6,0.0,False
159081686,3,236118,3566247.1157797477,411865.457794071,9999,36,56,172,27037,3,5.0,False
23998617,2,236115,3566169.0266427756,411921.31747855165,9999,36,56,273,65095,7,6.0,False
21723206,2,811192,3566209.841754447,418979.58071836043,9999,36,84,7,4004,1,81.0,False
962406414,2,541618,3566208.0840118052,420600.31580434996,9999,36,91,71,37054,4,4.0,False
842574332,3,238220,3566208.0840118052,420600.31580434996,9999,36,91,71,37054,4,3.0,False
34300524,1,541990,3566208.0840118052,420600.31580434996,9999,36,91,71,37054,4,5.0,False
104783129,2,112990,3566311.7561871284,443064.3700172264,9999,36,180,235,32047,3,0.0,False
25959355,1,561990,3566409.3853024123,412328.5998474372,9999,37,58,68,47068,5,7.0,False
830019167,2,424520,3566409.3853024123,412328.5998474372,9999,37,58,68,47068,5,6.0,False
23163299,2,561990,3566376.370056631,417576.90841654665,9999,37,79,89,44072,5,14.0,False
364076161,1,561990,3566375.526539689,417680.5531997045,9999,37,79,124,56083,6,15.0,False
963686340,1,457120,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,81.0,False
22032900,2,561990,3566486.3684434453,419057.17610223324,2011,37,84,29,7008,1,80.0,False
947261983,3,531312,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,79.0,False
22940219,3,424720,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,79.0,False
42527547,1,236115,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,81.0,False
57851291,2,561499,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,80.0,False
16014945,6,811191,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,76.0,False
10530705,4,423830,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,78.0,False
9654326,2,423610,3566486.3684434453,419057.17610223324,2014,37,84,29,7008,1,80.0,False
43824923,1,541990,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,81.0,False
15815458,3,238210,3566486.3684434453,419057.17610223324,2012,37,84,29,7008,1,79.0,False
56631067,3,813410,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,79.0,False
198507514,5,236115,3566486.3684434453,419057.17610223324,2013,37,84,29,7008,1,77.0,False
613282347,2,561990,3566486.3684434453,419057.17610223324,9999,37,84,29,7008,1,80.0,False
